direccion,id_dpto,departamen,id_prov,provincia,id_dist,distrito,cod_cpnp,comisaria,id_materia,materia,id_tipo,tipo,id_subtipo,subtipo,id_modalidad,modalidad,AÑO_HECHO,MES_HECHO,DIA_HECHO,TURNO_HECH,time,estado,x,y
avenida paso de los andes cuadra 6-clinica stella maris,15,LIMA,1501,LIMA,150121,PUEBLO LIBRE,1960,CPNP PUEBLO LIBRE,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050119,HURTO DE VEHICULO,2018,1,2,tarde,"1/2/2018, 5:50 PM",1,-8578152.043302791,-1353820.2398648562
paradero 14 de la avenida 26 de noviembre,15,LIMA,1501,LIMA,150143,VILLA MARIA DEL TRIUNFO,2280,CPNP VILLA MARIA DEL TRIUNFO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,1,madrugada,"1/1/2018, 5:00 AM",1,-8563778.971589271,-1363817.1356468163
paradero 20 de la av. proceres cruce con la av. jorge basadre sjl,15,LIMA,1501,LIMA,150132,SAN JUAN DE LURIGANCHO,2090,CPNP CANTO REY,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050215,ROBO AGRAVADO,2018,1,2,mañana,"1/2/2018, 9:00 AM",1,-8570931.048497654,-1342172.657466059
CALLE RAMON CASTILLA CON INDUSTRIAL,23,TACNA,2301,TACNA,230101,TACNA,4287,CPNP GONZALES VIGIL,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050215,ROBO AGRAVADO,2018,1,2,mañana,"1/2/2018, 11:30 AM",1,-7820127.592380276,-2037375.747158095
la Mz. N Lt. 20 Av. Beta Urb. El trébol,15,LIMA,1501,LIMA,150117,LOS OLIVOS,1805,CPNP LAURA CALLER IBERICO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050215,ROBO AGRAVADO,2018,1,1,noche,"1/1/2018, 8:15 PM",1,-8580066.15968308,-1341088.476434016
"Jirón Cusco 599, Chulucanas, Perú",20,PIURA,2004,MORROPON,200401,CHULUCANAS,0636,CPNP CHULUCANAS,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050204,ROBO AGRAVADO A MANO ARMADA,2018,1,2,tarde,"1/2/2018, 5:55 PM",1,-8923498.293872343,-568220.2737204382
av. industrial con calle ramon castilla,23,TACNA,2301,TACNA,230101,TACNA,4287,CPNP GONZALES VIGIL,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050215,ROBO AGRAVADO,2018,1,1,mañana,"1/1/2018, 11:30 AM",1,-7820127.592380276,-2037375.747158095
"Carretera Panamericana Norte, Tumbes, Perú referencia a espaldas del Banco de la Nación",24,TUMBES,2401,TUMBES,240101,TUMBES,5800,CPNP SAN JOSE,1,FUERO COMUN,112,SEGURIDAD PUBLICA (DELITO),11201,PELIGRO COMUN,1120102,CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION,2018,1,2,tarde,"1/2/2018, 5:00 PM",1,-8956753.351454139,-397631.428091822
MZ H LT 18 25 DE NOVIEMBRE - SJL,15,LIMA,1501,LIMA,150132,SAN JUAN DE LURIGANCHO,2090,CPNP CANTO REY,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,1,noche,"1/1/2018, 7:00 PM",1,-8570931.048497654,-1342172.657466059
CASCADAS 390 - 2DO PISO PUEBLO JOVEN SAN LORENZO,14,LAMBAYEQUE,1401,CHICLAYO,140105,JOSE LEONARDO ORTIZ,0804,CPNP JOSE LEONARDO ORTIZ,1,FUERO COMUN,104,LIBERTAD (DELITO),10409,VIOLACION DE LA LIBERTAD SEXUAL,1040911,ACTOS CONTRA EL PUDOR DE MENORES,2018,1,1,noche,"1/1/2018, 7:00 PM",1,-8888566.454511778,-754332.0490069608
CALLE BARBOSA CALLAO,07,CALLAO,0701,CALLAO,070101,CALLAO,6008,CPNP JUAN INGUNZA VALDIVIA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,2,noche,"1/2/2018, 6:00 PM",1,-8584238.781552333,-1345385.7461029412
Av José Carlos Mariategui Y AV. HEROES DE CENEPA,15,LIMA,1501,LIMA,150132,SAN JUAN DE LURIGANCHO,2105,CPNP BAYOVAR,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,2,mañana,"1/2/2018, 8:15 AM",1,-8570651.658839658,-1340641.3217704222
PLAYA SAN PEDRO ? LURIN,15,LIMA,1501,LIMA,150119,LURIN,2304,CPNP LURIN,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050119,HURTO DE VEHICULO,2018,1,2,tarde,"1/2/2018, 5:00 PM",1,-8558278.408382397,-1378471.2645211
AV. SEBASTIAN BARRANCA /  JR. VIRREY LA SERNA,15,LIMA,1501,LIMA,150115,LA VICTORIA,2035,CPNP APOLO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050215,ROBO AGRAVADO,2018,1,2,tarde,"1/2/2018, 12:40 PM",1,-8573414.174455134,-1354068.598229676
parque Las Azucenas Ubicado en la Urb. Las Palmeras III etapa,15,LIMA,1501,LIMA,150117,LOS OLIVOS,1805,CPNP LAURA CALLER IBERICO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050215,ROBO AGRAVADO,2018,1,2,tarde,"1/2/2018, 2:45 PM",1,-8580066.15968308,-1341088.476434016
COMISARIA PNP MARISCAL CACERES-SJL,15,LIMA,1501,LIMA,150132,SAN JUAN DE LURIGANCHO,2100,CPNP MARISCAL CACERES,1,FUERO COMUN,104,LIBERTAD (DELITO),10401,VIOLACION DE LA LIBERTAD PERSONAL,1040102,SECUESTRO,2018,1,2,noche,"1/2/2018, 6:30 PM",1,-8569481.011942532,-1339929.3832912561
"JOSE MERCEDES VILLANUEVA 1171, BARRIO LA SOLEDAD",02,ANCASH,0201,HUARAZ,020101,HUARAZ,4801,CPNP HUARAZ,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050103,HURTO AGRAVADO EN CASA HABITADA,2018,1,2,noche,"1/2/2018, 6:47 PM",1,-8630043.746387515,-1066085.0464888865
Sector Nuevo Horizonte  Pamplona Alta San juan de miraflores,15,LIMA,1501,LIMA,150133,SAN JUAN DE MIRAFLORES,2255,CPNP PAMPLONA I,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050216,TENTATIVA DE ROBO,2018,1,2,madrugada,"1/2/2018, 3:00 AM",1,-8568454.546049874,-1363225.1215139008
PARADERO 18 DE LA AV. LAS FLORES,15,LIMA,1501,LIMA,150132,SAN JUAN DE LURIGANCHO,2090,CPNP CANTO REY,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,1,noche,"1/1/2018, 7:00 PM",1,-8570931.048497654,-1342172.657466059
LOS NARANJOS,13,LA LIBERTAD,1301,TRUJILLO,130101,TRUJILLO,1082,CPNP LA NORIA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050107,HURTO AGRAVADO,2018,1,2,tarde,"1/2/2018, 12:30 PM",1,-8795739.69148756,-903497.0828966489
manuel de la torre,15,LIMA,1501,LIMA,150137,SANTA ANITA,2120,CPNP SANTA ANITA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,2,tarde,"1/2/2018, 5:20 PM",1,-8568294.079003898,-1351066.2920121988
AV. INDUSTRIAL  KM 40 ? LURIN,15,LIMA,1501,LIMA,150119,LURIN,2304,CPNP LURIN,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,2,tarde,"1/2/2018, 4:00 PM",1,-8553228.611189589,-1378954.4091637658
panamerciana norte-talara,20,PIURA,2007,TALARA,200701,PARIÑAS,0774,CPNP TALARA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050215,ROBO AGRAVADO,2018,1,2,noche,"1/2/2018, 6:20 PM",1,-9047600.673928434,-508540.40168850357
LOS NARANJOS,13,LA LIBERTAD,1301,TRUJILLO,130101,TRUJILLO,1082,CPNP LA NORIA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050103,HURTO AGRAVADO EN CASA HABITADA,2018,1,2,tarde,"1/2/2018, 12:30 PM",1,-8795739.69148756,-903497.0828966489
calle la colina n° 140 urb. la planicie la molina,15,LIMA,1501,LIMA,150114,LA MOLINA,2145,CPNP LA MOLINA,1,FUERO COMUN,104,LIBERTAD (DELITO),10409,VIOLACION DE LA LIBERTAD SEXUAL,1040909,ACTOS CONTRA EL PUDOR,2018,1,1,mañana,"1/1/2018, 6:10 AM",1,-8562379.173520343,-1354416.9658809355
SANTO TORIBIO NRO.380 URB. SANTA ROSA,20,PIURA,2006,SULLANA,200601,SULLANA,0705,CPNP SULLANA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,2,noche,"1/2/2018, 7:00 PM",1,-8981972.557561941,-546538.1002769398
AV. PACHACUTEC CDRA. 30. VMT,15,LIMA,1501,LIMA,150143,VILLA MARIA DEL TRIUNFO,2300,CPNP SAN FRANCISCO TABLADA DE LURIN,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050215,ROBO AGRAVADO,2018,1,1,noche,"1/1/2018, 8:00 PM",1,-8564245.667422468,-1368071.1893610193
FRONTIS DE LA I.E.P. FE Y ALEGRIA PAMPLONA BAJA SJM.,15,LIMA,1501,LIMA,150133,SAN JUAN DE MIRAFLORES,2255,CPNP PAMPLONA I,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,2,noche,"1/2/2018, 7:40 PM",1,-8568228.567483567,-1362719.4436337848
AV. LUIS BRAILLE CON JR. ALEMANIA CERCADO DE LIMA,15,LIMA,1501,LIMA,150101,LIMA,2015,CPNP UNIDAD VECINAL MIRONES ALTO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050107,HURTO AGRAVADO,2018,1,2,tarde,"1/2/2018, 4:38 PM",1,-8579080.314272616,-1351342.3107781708
PASAJE SAN PEDRO MZ.E LT.A - AA.HH SEÑOR DE LOS MILAGROS,15,LIMA,1501,LIMA,150111,EL AGUSTINO,2050,CPNP SANTOYO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,2,tarde,"1/2/2018, 2:00 PM",1,-8571673.471577603,-1351171.1831749722
av. morales duares cdra. 03 cercado de lima,15,LIMA,1501,LIMA,150101,LIMA,1995,CPNP ALFONSO UGARTE,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,2,noche,"1/2/2018, 7:45 PM",1,-8576360.144591436,-1350986.4201658403
"PARADERO PEBAL PAMPLONA ALTA SJM,",15,LIMA,1501,LIMA,150133,SAN JUAN DE MIRAFLORES,2255,CPNP PAMPLONA I,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,1,tarde,"1/1/2018, 3:00 PM",1,-8568617.439860754,-1362151.7389425607
Pastelería DOLCE TORTA ubicado en la Av. Los Chancas - frente al mercado Lampa de oro,15,LIMA,1501,LIMA,150137,SANTA ANITA,2120,CPNP SANTA ANITA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10506,ESTAFA Y OTRAS DEFRAUDACIONES,1050601,ESTAFA,2018,1,2,tarde,"1/2/2018, 12:00 PM",1,-8568120.309278766,-1350972.1236168237
jr. montezuma,07,CALLAO,0701,CALLAO,070101,CALLAO,6000,CPNP CALLAO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050215,ROBO AGRAVADO,2018,1,2,tarde,"1/2/2018, 4:20 PM",1,-8587026.054622559,-1352391.5895848987
AV. FRANCISCO PIZARRO CUADRA 6,15,LIMA,1501,LIMA,150128,RIMAC,1917,CPNP EL RIMAC,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,1,noche,"1/1/2018, 7:30 PM",1,-8575780.32589169,-1349660.261577614
CARRETERA CENTRAL,12,JUNIN,1208,YAULI,120801,LA OROYA,7820,CPNP YAULI-LA OROYA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050215,ROBO AGRAVADO,2018,3,2,noche,"3/2/2018, 10:00 PM",1,-8448648.413500894,-1291622.3251769824
AV. VENEZUELA CDRA. 28,15,LIMA,1501,LIMA,150101,LIMA,2010,CPNP UNIDAD VECINAL 3,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050107,HURTO AGRAVADO,2018,1,2,mañana,"1/2/2018, 7:00 AM",1,-8580332.024022942,-1352539.5364713382
"LOTE.5-A, EX FUNDO SAN VICENTE - KM. 33 1/2 DE LA ANTIGUA PANAMERICANA SUR-LURINR",15,LIMA,1501,LIMA,150119,LURIN,2309,CPNP VILLA ALEJANDRO,1,FUERO COMUN,104,LIBERTAD (DELITO),10409,VIOLACION DE LA LIBERTAD SEXUAL,1040911,ACTOS CONTRA EL PUDOR DE MENORES,2018,1,2,mañana,"1/2/2018, 9:40 AM",1,-8558691.292373745,-1374472.6518435138
DIAZ DE LAS HERAS - URB. VISTA HERMOSA,13,LA LIBERTAD,1301,TRUJILLO,130101,TRUJILLO,1088,CPNP EL ALAMBRE,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,2,noche,"1/2/2018, 8:15 PM",1,-8798882.018073674,-906970.9956417442
RESTAURANTE EL CALLEJON-NUEVA ESPÉRANZA/ZORRITOS/TUMBES.,24,TUMBES,2402,CONTRALMIRANTE VILLAR,240201,ZORRITOS,5830,CPNP ZORRITOS,1,FUERO COMUN,101,"VIDA, EL CUERPO Y LA SALUD (DELITO)",10103,LESIONES,1010316,LESIONES,2018,1,2,noche,"1/2/2018, 8:30 PM",1,-8981240.375875145,-410127.30671297014
Av. Felipe Aramcibia y Calle Piura/Rimac.,15,LIMA,1501,LIMA,150128,RIMAC,1915,CPNP EL MANZANO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,2,noche,"1/2/2018, 8:00 PM",1,-8575634.764525533,-1348795.062590506
"San Pablo, Perú",20,PIURA,2001,PIURA,200105,CATACAOS,0628,CPNP CATACAOS,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050119,HURTO DE VEHICULO,2018,1,2,tarde,"1/2/2018, 4:30 PM",1,-8978665.891570041,-587788.5044200757
LA C.P.R CURVA ZAPATA DEL DISTRITO DE PACHACAMAC,15,LIMA,1501,LIMA,150123,PACHACAMAC,2302,CPNP PACHACAMAC,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,1,noche,"1/1/2018, 7:30 PM",1,-8555334.208225997,-1369564.0179346825
PASAJE ANTONIO LA ROCA 150- LIMA,15,LIMA,1501,LIMA,150101,LIMA,2000,CPNP PETIT THOUARS,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,2,tarde,"1/2/2018, 2:02 PM",1,-8575153.997908693,-1353852.728853468
PASAJE EL BONDY LA VICTORIA,15,LIMA,1501,LIMA,150115,LA VICTORIA,2040,CPNP SAN COSME,1,FUERO COMUN,101,"VIDA, EL CUERPO Y LA SALUD (DELITO)",10103,LESIONES,1010301,LESIONES GRAVES,2018,1,2,mañana,"1/2/2018, 8:30 AM",1,-8572563.17034387,-1352819.655153215
CALLE JOSE SANTOS ARICA N°129-2017,20,PIURA,2004,MORROPON,200405,MORROPON,0655,CPNP MORROPON,1,FUERO COMUN,118,ADMINISTRACION PUBLICA (DELITO),11801,COMETIDOS POR PARTICULARES,1180109,DESOBEDIENCIA O RESISTENCIA A LA AUTORIDAD,2018,1,2,noche,"1/2/2018, 8:30 PM",1,-8901866.885007864,-578639.3097379378
CUADRA 10 DEL JIRÓN sANTA cLARA,15,LIMA,1501,LIMA,150111,EL AGUSTINO,2050,CPNP SANTOYO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,2,noche,"1/2/2018, 8:30 PM",1,-8571673.471577603,-1351171.1831749722
"Jr. Camana 495, San Martin de Porres 15106, Perú",15,LIMA,1501,LIMA,150135,SAN MARTIN DE PORRES,1930,CPNP BARBONCITOS,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,2,tarde,"1/2/2018, 1:30 PM",1,-8580606.69718543,-1349253.1161354077
AAHH AÑO NUEVO - COMAS,15,LIMA,1501,LIMA,150110,COMAS,1880,CPNP LA PASCANA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,2,noche,"1/2/2018, 8:10 PM",1,-8577560.947938623,-1337740.7715784742
parque piura - urb. salamanca - ate,15,LIMA,1501,LIMA,150103,ATE,2130,CPNP SANTA CLARA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,2,tarde,"1/2/2018, 4:30 PM",1,-8559309.37158248,-1348747.1680562184
ANEXO AREQUIPILLA S/N. DISTRITO DE IRAY,04,AREQUIPA,0406,CONDESUYOS,040601,CHUQUIBAMBA,4216,CPNP CHUQUIBAMBA-CONDESUYOS,1,FUERO COMUN,104,LIBERTAD (DELITO),10403,VIOLACION DE DOMICILIO,1040301,VIOLACION DE DOMICILIO,2018,1,1,tarde,"1/1/2018, 4:40 PM",1,-8088195.23439533,-1787166.3298095602
AA.HH. VIRGEN DEL PILAR - ZAPALLAL - PUENTE PIEDRA,15,LIMA,1501,LIMA,150125,PUENTE PIEDRA,1815,CPNP PUENTE PIEDRA,1,FUERO COMUN,112,SEGURIDAD PUBLICA (DELITO),11201,PELIGRO COMUN,1120102,CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION,2018,1,2,noche,"1/2/2018, 6:05 PM",1,-8580381.87289092,-1329922.165441785
paradero de la intercepcion de la av. nicolas de pierola con manilsa - santa clara,15,LIMA,1501,LIMA,150103,ATE,2130,CPNP SANTA CLARA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050215,ROBO AGRAVADO,2018,1,2,noche,"1/2/2018, 7:10 PM",1,-8559309.37158248,-1348747.1680562184
av. f -30-Talara,20,PIURA,2007,TALARA,200701,PARIÑAS,0774,CPNP TALARA,1,FUERO COMUN,114,TRANQUILIDAD PUBLICA (DELITO),11402,CONTRA LA HUMANIDAD,1140202,DESAPARICION COMPROBADA,2018,1,1,tarde,"1/1/2018, 12:00 PM",1,-9046896.511357477,-511116.89635802474
"Centenario, Ventanilla, Perú",07,CALLAO,0701,CALLAO,070106,VENTANILLA,6009,CPNP VILLA LOS REYES,1,FUERO COMUN,101,"VIDA, EL CUERPO Y LA SALUD (DELITO)",10103,LESIONES,1010316,LESIONES,2018,1,1,mañana,"1/1/2018, 11:00 AM",1,-8585532.71801378,-1325714.0053849749
Av. Ismael Escobar  - San Juan de Miraflores,15,LIMA,1501,LIMA,150133,SAN JUAN DE MIRAFLORES,2255,CPNP PAMPLONA I,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,1,mañana,"1/1/2018, 9:30 AM",1,-8569041.155238556,-1362669.2270287531
Av. Ismael Escobar  - San Juan de Miraflores,15,LIMA,1501,LIMA,150133,SAN JUAN DE MIRAFLORES,2255,CPNP PAMPLONA I,1,FUERO COMUN,101,"VIDA, EL CUERPO Y LA SALUD (DELITO)",10103,LESIONES,1010316,LESIONES,2018,1,1,mañana,"1/1/2018, 9:30 AM",1,-8569041.155238556,-1362669.2270287531
AV. SEPULVEDA CON TNTE. PALACIOS -MIRAFLORES,04,AREQUIPA,0401,AREQUIPA,040110,MIRAFLORES,4090,CPNP ALTO MISTI,1,FUERO COMUN,112,SEGURIDAD PUBLICA (DELITO),11201,PELIGRO COMUN,1120102,CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION,2018,1,2,mañana,"1/2/2018, 7:35 AM",1,-7959804.565730431,-1848956.624431185
LA CALETA LOMAS,04,AREQUIPA,0403,CARAVELI,040311,LOMAS,4210,CPNP LOMAS,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,2,noche,"1/2/2018, 7:30 PM",1,-8330899.387218123,-1753017.6568370024
8 DE SETIEMBRE-CENTRO POBLADO YACYA,02,ANCASH,0210,HUARI,021001,HUARI,4950,CPNP HUARI,1,FUERO COMUN,101,"VIDA, EL CUERPO Y LA SALUD (DELITO)",10103,LESIONES,1010316,LESIONES,2018,1,2,noche,"1/2/2018, 8:00 PM",1,-8590614.93934599,-1045305.5754740859
"CALLE GABINO SOLORIO NRO. 310, PJ. MIGUEL GRAU, PAUCARPATA",04,AREQUIPA,0401,AREQUIPA,040112,PAUCARPATA,4086,CPNP MIGUEL GRAU,1,FUERO COMUN,101,"VIDA, EL CUERPO Y LA SALUD (DELITO)",10103,LESIONES,1010316,LESIONES,2018,1,2,tarde,"1/2/2018, 12:30 PM",1,-7956170.1847311165,-1852878.0048892237
av tacna con Av Emancipacion cercado de lima.,15,LIMA,1501,LIMA,150101,LIMA,1995,CPNP ALFONSO UGARTE,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,2,tarde,"1/2/2018, 12:30 PM",1,-8575779.813822037,-1350982.823262752
"Calle Las Begonias 572, San Isidro 15046, Perú",15,LIMA,1501,LIMA,150131,SAN ISIDRO,2217,CPNP SAN ISIDRO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,2,noche,"1/2/2018, 8:00 PM",1,-8574408.978746898,-1356399.8449356798
mall de Santa Anita,15,LIMA,1501,LIMA,150137,SANTA ANITA,2120,CPNP SANTA ANITA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,2,tarde,"1/2/2018, 12:00 PM",1,-8568368.852305863,-1352154.1384367694
altura puente del ejercito-cercado de lima,15,LIMA,1501,LIMA,150101,LIMA,2005,CPNP CONDE DE LA VEGA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050107,HURTO AGRAVADO,2018,1,2,noche,"1/2/2018, 8:50 PM",1,-8576491.00065286,-1350233.5611522312
"Calle Las Begonias Cuadra 07- Saga Falabella, San Isidro 15046, Perú",15,LIMA,1501,LIMA,150131,SAN ISIDRO,2217,CPNP SAN ISIDRO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,2,tarde,"1/2/2018, 5:30 PM",1,-8574445.451464863,-1356611.2553239309
"Calle 14, Urb. Satelite Ventanilla, Perú",07,CALLAO,0701,CALLAO,070106,VENTANILLA,6030,CPNP VENTANILLA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050215,ROBO AGRAVADO,2018,1,2,noche,"1/2/2018, 9:25 PM",1,-8585111.67107549,-1331285.2175461638
morelli cdra. 01 (PLAZA VEA DEL CENTRO COMERCIAL LA RAMBLA),15,LIMA,1501,LIMA,150130,SAN BORJA,2195,CPNP SAN BORJA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,2,noche,"1/2/2018, 8:00 PM",1,-8572082.225615844,-1355936.6385481108
CAPILLA DEL PARQUE LOS PUNEÑOS AA.HH. PATRIA NUEVA,15,LIMA,1501,LIMA,150117,LOS OLIVOS,1805,CPNP LAURA CALLER IBERICO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050215,ROBO AGRAVADO,2018,1,2,noche,"1/2/2018, 10:00 PM",1,-8580715.390426796,-1342278.7116715708
AA. HH. LA ENSENADA,15,LIMA,1501,LIMA,150125,PUENTE PIEDRA,1820,CPNP LA ENSENADA,1,FUERO COMUN,104,LIBERTAD (DELITO),10409,VIOLACION DE LA LIBERTAD SEXUAL,1040908,SEDUCCION,2018,1,2,madrugada,"1/2/2018, 12:00 AM",1,-8581993.289311845,-1338347.982459922
AV. EL SOL SEGUNDA CUADRA,21,PUNO,2101,PUNO,210101,PUNO,4500,CPNP PUNO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,2,tarde,"1/2/2018, 12:00 PM",1,-7794846.891493329,-1786107.6481874364
AV SAN PABLO CON  JR AYACUCHO,15,LIMA,1501,LIMA,150115,LA VICTORIA,2035,CPNP APOLO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,1,madrugada,"1/1/2018, 5:00 AM",1,-8573414.174455134,-1354068.598229676
BALTA Y CHICLAYO,14,LAMBAYEQUE,1401,CHICLAYO,140105,JOSE LEONARDO ORTIZ,0812,CPNP ATUSPARIA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050215,ROBO AGRAVADO,2018,1,2,noche,"1/2/2018, 9:40 PM",1,-8886162.064830137,-753540.3000148875
AV. NESTOR GAMBETA ALT. DEL PESQUERO,07,CALLAO,0701,CALLAO,070101,CALLAO,6000,CPNP CALLAO,1,FUERO COMUN,105,PATRIMONIO (DELITO),10501,HURTO,1050101,HURTO,2018,1,2,noche,"1/2/2018, 9:50 PM",1,-8585625.299206011,-1351495.9098302508
urb ricardo palma,04,AREQUIPA,0401,AREQUIPA,040129,JOSE LUIS BUSTAMANTE Y RIVERO,4096,CPNP SIMON BOLIVAR,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050209,ROBO DE CELULAR,2018,1,2,noche,"1/2/2018, 9:00 PM",1,-7961095.571261008,-1856769.6216263
MZ F ? LT 28-Los Yarowilcas-Manchay,15,LIMA,1501,LIMA,150123,PACHACAMAC,2302,CPNP PACHACAMAC,1,FUERO COMUN,101,"VIDA, EL CUERPO Y LA SALUD (DELITO)",10103,LESIONES,1010303,LESIONES LEVES POR VIOLENCIA FAMILIAR,2018,1,2,noche,"1/2/2018, 9:20 PM",1,-8555334.208225997,-1369564.0179346825
jr. jose galvez n° 140,15,LIMA,1501,LIMA,150120,MAGDALENA DEL MAR,1975,CPNP MAGDALENA,1,FUERO COMUN,101,"VIDA, EL CUERPO Y LA SALUD (DELITO)",10103,LESIONES,1010301,LESIONES GRAVES,2018,1,2,tarde,"1/2/2018, 5:30 PM",1,-8579254.718518844,-1356165.5579806531
"Av 2, Piura, Perú",20,PIURA,2001,PIURA,200115,VEINTISEIS DE OCTUBRE,0728,CPNP VEINTISEIS DE OCTUBRE,1,FUERO COMUN,101,"VIDA, EL CUERPO Y LA SALUD (DELITO)",10103,LESIONES,1010316,LESIONES,2018,1,2,tarde,"1/2/2018, 4:00 PM",1,-8981242.739076613,-578221.4888193745
av. venezuela y jr. loreto breña,15,LIMA,1501,LIMA,150105,BREÑA,1951,CPNP CHACRA COLORADA,1,FUERO COMUN,105,PATRIMONIO (DELITO),10502,ROBO,1050201,ROBO,2018,1,2,noche,"1/2/2018, 9:55 PM",1,-8577067.858254159,-1351975.6301173999
EL PORVENIR S/N - REF. LA CURVA,24,TUMBES,2403,ZARUMILLA,240304,PAPAYAL,5826,CPNP PAPAYAL,1,FUERO COMUN,101,"VIDA, EL CUERPO Y LA SALUD (DELITO)",10103,LESIONES,1010303,LESIONES LEVES POR VIOLENCIA FAMILIAR,2018,1,2,noche,"1/2/2018, 10:00 PM",1,-8931555.481507856,-397743.3760565347
